text,label,text_length,word_count,cleaned_text,processed_text,word_count_processed,processed_length
i feel myself falling into the pit of buying it from her i think he s for real i m just skeptical of the women,fear,110,25,i feel myself falling into the pit of buying it from her i think he s for real i m just skeptical of the women,feel falling pit buying think real just skeptical woman,9,55
i was learning to just deal with the nausea amp manage the unpleasantness of it at work trying to keep anyone from knowing but my sister told me there was no need to suffer amp feel miserable amp to call my dr for some zofran,sadness,225,45,i was learning to just deal with the nausea amp manage the unpleasantness of it at work trying to keep anyone from knowing but my sister told me there was no need to suffer amp feel miserable amp to call my dr for some zofran,learning just deal nausea amp manage unpleasantness work trying keep anyone knowing sister told no need suffer amp feel miserable amp call dr zofran,24,148
im feeling greedy for right now,anger,31,6,im feeling greedy for right now,im feeling greedy right,4,23
i justified in feeling slighted or am i just being ungrateful,sadness,61,11,i justified in feeling slighted or am i just being ungrateful,justified feeling slighted just ungrateful,5,42
i feel like it s waiting in the wings just patiently waiting for me to be distracted enough so it can take me down and take everything i love in this world away and destroy me,anger,175,36,i feel like it s waiting in the wings just patiently waiting for me to be distracted enough so it can take me down and take everything i love in this world away and destroy me,feel like waiting wing just patiently waiting distracted enough so take take everything love world away destroy,17,111
i feel like i fucked up big time but i have to protect a and myself,anger,67,16,i feel like i fucked up big time but i have to protect a and myself,feel like fucked big time protect,6,33
i feel like my mind is blank and empty,sadness,38,9,i feel like my mind is blank and empty,feel like mind blank empty,5,26
i don t feel comfortable playing games with them presenting the bad guy as really a misunderstood good guy or vice versa,joy,120,22,i don t feel comfortable playing games with them presenting the bad guy as really a misunderstood good guy or vice versa,feel comfortable playing game presenting bad guy really misunderstood good guy vice versa,13,89
i listen to the advice of my eating disorder will i actually feel better,joy,72,14,i listen to the advice of my eating disorder will i actually feel better,listen advice eating disorder actually feel better,7,50
i bought the gb iphone i got a apple store credit i feel like they were sympathetic to early buyers and responded appropriately,love,127,23,i bought the gb iphone i got a apple store credit i feel like they were sympathetic to early buyers and responded appropriately,bought gb iphone got apple store credit feel like sympathetic early buyer responded appropriately,14,97
im feeling a lot more optimistic about my future,joy,48,9,im feeling a lot more optimistic about my future,im feeling lot optimistic future,5,32
i feel pissed off and angry,anger,27,6,i feel pissed off and angry,feel pissed angry,3,17
i couldnt help feeling for him and this awful predicament he lives with on a daily and nightly basis and i was just so glad that once bel started to see the light he stuck it out and stood by daniel whilst no one else did including his family who im afraid i got really disgusted with,sadness,284,57,i couldnt help feeling for him and this awful predicament he lives with on a daily and nightly basis and i was just so glad that once bel started to see the light he stuck it out and stood by daniel whilst no one else did including his family who im afraid i got really disgusted with,couldnt help feeling awful predicament life daily nightly basis just so glad bel started see light stuck stood daniel whilst no one else including family im afraid got really disgusted,30,184
